2000,Sheffield,Yorkshire and the Humber,A6178,1450.8,149358.0
2001,Leeds,Yorkshire and the Humber,A61,711.1666666666666,69370.27777777778
2003,North Yorkshire,Yorkshire and the Humber,A1039,157.0,232322.5
2004,Calderdale,Yorkshire and the Humber,A6107,218.0,0.0
2005,Sheffield,Yorkshire and the Humber,A6178,1426.4,124465.0
2007,North Lincolnshire,Yorkshire and the Humber,A1084,314.0,0.0
2008,Doncaster,Yorkshire and the Humber,A18,694.0,108192.08333333333
2009,East Riding of Yorkshire,Yorkshire and the Humber,A1041,374.0,74825.0
2010,Rotherham,Yorkshire and the Humber,A57,1404.4285714285713,325997.14285714284
2010,Sheffield,Yorkshire and the Humber,A625,232.66666666666666,188461.66666666666
2012,Kirklees,Yorkshire and the Humber,M62,16193.5,10940814.166666666
2012,Bradford,Yorkshire and the Humber,A58,819.0,0.0
2012,Sheffield,Yorkshire and the Humber,A6101,328.0,77501.66666666667
2013,Rotherham,Yorkshire and the Humber,A633,392.42857142857144,120971.42857142857
2014,Barnsley,Yorkshire and the Humber,A61,570.3333333333334,86018.33333333333
2015,East Riding of Yorkshire,Yorkshire and the Humber,A645,677.0,313352.5
2016,Leeds,Yorkshire and the Humber,A659,434.6666666666667,116881.11111111111
2016,North Yorkshire,Yorkshire and the Humber,A659,317.3333333333333,69350.0
2016,York,Yorkshire and the Humber,A64,2269.9166666666665,773647.9166666666
2001,Wolverhampton,West Midlands,A4124,185.0,67525.0
2002,Dudley,West Midlands,A456,1140.0,416100.0
2002,Warwickshire,West Midlands,M69,3743.3333333333335,4430735.0
2003,Worcestershire,West Midlands,A4023,603.6666666666666,74095.0
2004,Dudley,West Midlands,A4102,194.0,0.0
2006,Warwickshire,West Midlands,A422,249.375,131354.375
2006,Staffordshire,West Midlands,A4091,334.0,45990.0
2007,Sandwell,West Midlands,A4182,1501.5,0.0
2007,Warwickshire,West Midlands,A4189,176.0,160326.25
2008,Solihull,West Midlands,A34,706.0,79661.25
2008,Walsall,West Midlands,A5,3210.0,0.0
2009,Wolverhampton,West Midlands,A4126,190.66666666666666,0.0
2010,Worcestershire,West Midlands,M50,5063.5,6916385.0
2011,Staffordshire,West Midlands,A449,791.75,425711.6666666667
2011,Staffordshire,West Midlands,A453,286.77777777777777,45381.666666666664
2011,Dudley,West Midlands,A4099,371.0,67707.5
2012,Birmingham,West Midlands,A4540,1070.2941176470588,0.0
2012,Birmingham,West Midlands,A38M,3322.5,0.0
2014,Shropshire,West Midlands,A5191,133.5,48727.5
2016,Coventry,West Midlands,A46,4321.0,0.0
2016,Walsall,West Midlands,A4031,196.0,0.0
2001,"Rhondda, Cynon, Taff",Wales,A4233,187.28571428571428,98654.28571428571
2003,Neath Port Talbot,Wales,A4067,560.3333333333334,282145.0
2004,The Vale of Glamorgan,Wales,A48,364.75,393743.75
2004,"Rhondda, Cynon, Taff",Wales,A4222,233.5,66977.5
2005,Monmouthshire,Wales,A4042,684.0,1747620.0
2006,Pembrokeshire,Wales,A4139,191.2,28032.0
2006,Pembrokeshire,Wales,A4219,12.0,4380.0
2007,Swansea,Wales,M4,5630.8,2154449.0
2007,"Rhondda, Cynon, Taff",Wales,A4223,232.0,0.0
2007,The Vale of Glamorgan,Wales,A4232,1391.0,0.0
2008,"Rhondda, Cynon, Taff",Wales,A4059,484.375,267316.875
2010,Powys,Wales,A44,231.66666666666666,328256.6666666667
2010,Carmarthenshire,Wales,A4138,677.0,318280.0
2012,Conwy,Wales,A55,1709.909090909091,1133092.7272727273
2012,Flintshire,Wales,A55,1962.5555555555557,1368952.7777777778
2012,Wrexham,Wales,A525,314.3333333333333,213119.44444444444
2012,Neath Port Talbot,Wales,A4109,192.66666666666666,296623.3333333333
2013,Conwy,Wales,A548,104.66666666666667,69309.44444444444
2013,Flintshire,Wales,A5151,127.5,79570.0
2013,Isle of Anglesey,Wales,A5,90.0,58456.153846153844
2014,"Rhondda, Cynon, Taff",Wales,A468,1497.0,546405.0
2015,Monmouthshire,Wales,A465,871.7142857142857,453486.4285714286
2015,Carmarthenshire,Wales,A48,1516.25,2479353.75
2015,Conwy,Wales,A546,127.25,30660.0
2016,Powys,Wales,A4081,53.333333333333336,45503.333333333336
2016,Bridgend,Wales,A4107,26.0,9490.0
2000,North Ayrshire,Scotland,A737,282.6923076923077,90323.46153846153
2000,Glasgow City,Scotland,A74,715.7142857142857,78944.28571428571
2000,Dumfries and Galloway,Scotland,A712,26.6,72051.0
2001,West Dunbartonshire,Scotland,A82,1055.4,197635.33333333334
2001,Dumfries and Galloway,Scotland,A716,66.4,39639.0
2002,Dumfries and Galloway,Scotland,A718,147.8,17155.0
2003,Aberdeenshire,Scotland,A93,143.0,241447.5
2003,Stirling,Scotland,A875,89.0,80665.0
2003,Midlothian,Scotland,A720,2659.0,970535.0
2004,Comhairle nan Eilean Siar,Scotland,A865,36.0,84132.5
2004,Comhairle nan Eilean Siar,Scotland,A867,56.0,89425.0
2004,West Dunbartonshire,Scotland,A812,252.5,0.0
2005,Scottish Borders,Scotland,A7,360.8666666666667,350619.0
2005,West Lothian,Scotland,A89,701.5,351312.5
2005,Dumfries and Galloway,Scotland,A716,86.6,64751.0
2005,South Lanarkshire,Scotland,A721,397.2,479245.0
2005,Glasgow City,Scotland,A749,482.0,118625.0
2006,Fife,Scotland,A92,1515.7857142857142,1123000.7142857143
2006,Glasgow City,Scotland,A728,455.0,72026.66666666667
2007,Inverclyde,Scotland,A770,275.75,177755.0
2007,Dumfries and Galloway,Scotland,A713,141.66666666666666,147500.55555555556
2007,Highland,Scotland,A890,44.5,261705.0
2007,Clackmannanshire,Scotland,A908,266.3333333333333,103295.0
2008,East Lothian,Scotland,A6137,77.33333333333333,47085.0
2009,Inverclyde,Scotland,A761,211.66666666666666,98185.0
2009,Falkirk,Scotland,A977,1182.0,0.0
2010,Fife,Scotland,M90,3713.0,1023929.2857142857
2010,South Lanarkshire,Scotland,A724,500.44444444444446,135455.55555555556
2012,Renfrewshire,Scotland,A8,474.2,153300.0
2013,East Dunbartonshire,Scotland,A810,307.0,112055.0
2013,Falkirk,Scotland,A977,1137.0,0.0
2014,Stirling,Scotland,A84,451.8333333333333,725498.3333333334
2014,Highland,Scotland,A861,25.0,84497.5
2014,Aberdeen City,Scotland,A93,274.5,110777.5
2014,Glasgow City,Scotland,A728,597.4444444444445,15208.333333333334
2015,Moray,Scotland,A939,30.0,54202.5
2016,Highland,Scotland,A9,772.7647058823529,1266614.4117647058
2001,Hampshire,South East,M27,6297.625,3276354.0625
2001,Oxfordshire,South East,A4074,610.4285714285714,408800.0
2002,Kent,South East,A28,549.0689655172414,197326.55172413794
2003,Surrey,South East,A24,898.125,308288.125
2003,Hampshire,South East,A331,1860.5714285714287,96412.14285714286
2004,Hampshire,South East,A326,1112.2222222222222,337178.8888888889
2005,Kent,South East,A268,261.0,225570.0
2006,East Sussex,South East,A229,282.0,0.0
2007,East Sussex,South East,A26,760.3,528848.5
2007,East Sussex,South East,A27,1531.8,834609.0
2008,Reading,South East,A4155,585.0,26401.666666666668
2009,Bracknell Forest,South East,A329,1238.1666666666667,23481.666666666668
2011,East Sussex,South East,A2270,261.5,95447.5
2011,Kent,South East,A2260,617.0,40788.75
2012,Medway,South East,A231,125.33333333333333,9246.666666666666
2013,Hampshire,South East,A30,319.4347826086956,105611.95652173914
2013,Buckinghamshire,South East,A4010,399.2,350108.0
2013,Medway,South East,A230,280.0,102200.0
2014,Windsor and Maidenhead,South East,A4,410.85714285714283,44373.57142857143
2015,Buckinghamshire,South East,A4020,738.0,0.0
2015,Windsor and Maidenhead,South East,A4130,298.3333333333333,104876.66666666667
2000,East Cheshire,North West,A532,253.0,77745.0
2000,West Cheshire,North West,A5116,187.0,44530.0
2001,Lancashire,North West,A585,1096.888888888889,431389.44444444444
2001,Cumbria,North West,A5093,84.0,214620.0
2002,Halton,North West,M56,8956.666666666666,1496013.3333333333
2003,Bolton,North West,A6027,1459.3333333333333,0.0
2003,West Cheshire,North West,A548,437.0,89425.0
2006,West Cheshire,North West,A559,452.375,163976.25
2006,Tameside,North West,A6140,920.3333333333334,46233.333333333336
2007,Bury,North West,A576,1117.0,0.0
2008,West Cheshire,North West,A49,1092.5555555555557,566601.6666666666
2008,Bolton,North West,A6058,894.0,0.0
2015,West Cheshire,North West,A5268,278.4,0.0
2015,Oldham,North West,M60,6105.25,1180318.75
2016,Blackburn with Darwen,North West,A6062,67.0,48910.0
2016,Lancashire,North West,A646,321.0,112931.0
2000,Hartlepool,North East,A1049,117.5,29382.5
2000,North Tyneside,North East,A19,1885.4285714285713,195431.42857142858
2000,Durham,North East,A181,418.3333333333333,422670.0
2001,Northumberland,North East,A19,1482.3333333333333,365486.6666666667
2001,Northumberland,North East,A192,262.45454545454544,43335.454545454544
2003,Gateshead,North East,A6076,170.0,62050.0
2004,Middlesbrough,North East,A1043,695.0,0.0
2006,Sunderland,North East,A1018,514.2666666666667,21072.666666666668
2007,Newcastle upon Tyne,North East,A695,820.6666666666666,68498.33333333333
2007,Durham,North East,A6072,553.0,145026.66666666666
2007,North Tyneside,North East,A1149,126.0,0.0
2009,Stockton-on-Tees,North East,A66,1977.6666666666667,545553.3333333334
2010,Redcar and Cleveland,North East,A174,795.1666666666666,510330.8333333333
2012,Northumberland,North East,A68,301.2857142857143,532170.0
2012,North Tyneside,North East,A188,279.5,56757.5
2012,Hartlepool,North East,A689,1521.6666666666667,1093053.3333333333
2014,Sunderland,North East,A195,731.8333333333334,16485.833333333332
2015,Stockton-on-Tees,North East,A1046,766.2,228490.0
2016,Redcar and Cleveland,North East,A1053,1456.0,343465.0
2000,Southwark,London,A3203,565.0,0.0
2001,Hackney,London,A1202,1340.0,0.0
2002,Redbridge,London,A114,283.0,0.0
2003,City of London,London,A1211,488.55555555555554,0.0
2004,City of London,London,A3,447.75,0.0
2005,Richmond upon Thames,London,A307,366.5,101409.16666666667
2005,Hounslow,London,A316,1648.4,40661.0
2005,Hillingdon,London,A4,1111.2,56210.0
2007,Bromley,London,A223,207.25,9490.0
2008,Sutton,London,A297,705.0,0.0
2009,Hammersmith and Fulham,London,A402,709.5,93257.5
2010,Islington,London,A5203,474.8,35989.0
2010,Havering,London,M25,17524.75,9912122.5
2010,Brent,London,A4088,780.1666666666666,111264.16666666667
2010,Havering,London,A127,2876.3333333333335,538496.6666666666
2011,Hounslow,London,A312,1383.8,189873.0
2012,Westminster,London,A41,425.8,0.0
2012,Haringey,London,A1010,404.0,0.0
2012,Westminster,London,A4201,500.5,0.0
2012,Ealing,London,A4127,1250.5,411355.0
2013,Greenwich,London,A210,287.75,22447.5
2013,Lambeth,London,A3216,629.0,0.0
2014,Islington,London,A104,434.3333333333333,0.0
2014,Waltham Forest,London,A112,434.5,36427.0
2015,Hillingdon,London,A40,5134.0,325267.14285714284
2015,Barking and Dagenham,London,A13,11739.333333333334,4284856.666666667
2016,Tower Hamlets,London,A3211,3893.0,0.0
2016,Lewisham,London,A202,851.0,0.0
2016,Harrow,London,A4008,301.0,0.0
2016,Merton,London,A3,1815.0,0.0
2016,Greenwich,London,A2016,1174.25,0.0
2009,Sefton,Merseyside,A5098,232.75,0.0
2012,Liverpool,Merseyside,A567,679.0,0.0
2013,Knowsley,Merseyside,A5080,164.0,32412.0
2015,Liverpool,Merseyside,A5055,299.0,0.0
2016,Sefton,Merseyside,A59,716.0,66612.5
2000,Essex,East of England,A104,245.0,70323.33333333333
2000,Hertfordshire,East of England,A505,967.0714285714286,484537.5
2001,Norfolk,East of England,A1064,467.0,1193185.0
2002,Cambridgeshire,East of England,A605,700.2857142857143,765978.5714285715
2002,Suffolk,East of England,A1189,312.6666666666667,52073.333333333336
2005,Essex,East of England,A1168,562.3333333333334,59130.0
2006,Bedford,East of England,A422,278.0,304410.0
2007,Suffolk,East of England,A14,6285.2307692307695,4450150.192307692
2008,Cambridgeshire,East of England,A1421,328.0,239440.0
2009,Suffolk,East of England,A12,1395.2608695652175,981358.0434782609
2009,Norfolk,East of England,A148,434.3529411764706,335306.17647058825
2010,Peterborough,East of England,A15,423.8,248905.66666666666
2010,Norfolk,East of England,A1065,528.1428571428571,703198.5714285715
2010,Norfolk,East of England,A1076,162.0,59130.0
2012,Essex,East of England,A13,1724.0,401135.0
2013,Thurrock,East of England,A128,980.0,1430800.0
2015,Suffolk,East of England,A1088,292.0,344286.25
2000,Northamptonshire,East Midlands,A5123,651.6,35149.5
2000,Lincolnshire,East Midlands,A1111,41.0,74825.0
2001,Derby,East Midlands,A50,5248.0,0.0
2002,Nottinghamshire,East Midlands,A610,1898.8,483260.0
2002,Leicestershire,East Midlands,A6004,408.0,35222.5
2002,Lincolnshire,East Midlands,A1073,1059.0,763945.0
2003,Northamptonshire,East Midlands,A509,1237.4285714285713,727288.5714285715
2004,Nottinghamshire,East Midlands,A52,2145.285714285714,1781721.4285714286
2005,Nottinghamshire,East Midlands,A60,604.59375,148030.3125
2008,Derbyshire,East Midlands,A6096,716.4,79935.0
2009,Derbyshire,East Midlands,A5132,179.375,38233.75
2010,Nottinghamshire,East Midlands,A1,5314.631578947368,3904059.210526316
2010,Nottinghamshire,East Midlands,A6520,268.0,0.0
2011,Derbyshire,East Midlands,A610,762.5,552427.5
